"uuid";"url";"filename";"title";"author";"date";"coordinates";"address";"location";"topic";"content";"format";"event";"license";"publisher"
"940631cc869b4e028b97b774ae720ffb";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/940631cc869b4e028b97b774ae720ffb/image";"1901_08_062.jpg";"1901_08_062";"Gujer, Julius";1901;;;"8124 Maur";"Baugeschichte Wohnbauten";"Bauernhaus bei Maur. ";"jpeg";"Ausflug nach Maur";"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"6771e365263c496a9a19c036277b2231";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/6771e365263c496a9a19c036277b2231/image";"1901_08_063.jpg";"1901_08_063";"Gujer, Julius";1901;"697208,244921";"Bahnstrasse 31";"8610 Uster";"Baugeschichte Kirchen";"Methodistenkirche an der Bahnstrasse 31. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"2849996a743f47839390ea25b0bd973a";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/2849996a743f47839390ea25b0bd973a/image";"1901_08_064.jpg";"1901_08_064";"Gujer, Julius";1901;"697208,244921";"Bahnstrasse 31";"8610 Uster";"Baugeschichte Kirchen";"Eingangsbereich Bahnstrasse 31. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"863d0d14256e43e1b5c80b2028e54dbb";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/863d0d14256e43e1b5c80b2028e54dbb/image";"1901_08_067.jpg";"1901_08_067";"Gujer, Julius";1901;"696810,244908";"Florastrasse 19-23";"8610 Uster";"Baugeschichte Wohnbauten";"Lastkutsche rastet vor der Florastrasse 19-23. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"098d2395c1ad4a22b5b0d28fc7350f4e";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/098d2395c1ad4a22b5b0d28fc7350f4e/image";"1901_08_069.jpg";"1901_08_069";"Gujer, Julius";1901;"696972,244927";"Freiestrasse 20";"8610 Uster";"Baugeschichte Stadtraum";"Blick vom Buchhaldenweg auf die kath. Kirche, Sekundarschule Freiestrasse 20, sowie Spinnerei Zangger an der Florastrasse 18a. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"2f91298a379846a4898ec774ecff257d";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/2f91298a379846a4898ec774ecff257d/image";"1901_08_076.jpg";"1901_08_076";"Gujer, Julius";1901;"696845,244866";"Florastrasse 18";"8610 Uster";"Baugeschichte Wohnbauten";"Kutsche hinter der Villa Grunholzer an der Florastrasse 18 am „17. Oct. 1901“";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"063ea20660b5412cbcc1b0d4c6377ab7";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/063ea20660b5412cbcc1b0d4c6377ab7/image";"1901_08_079.jpg";"1901_08_079";"Gujer, Julius";1901;"696854,244831";"Florastrasse 18a";"8610 Uster";"Baugeschichte Industriebauten";"Zwei Kinder mit Kuh hinter der Fabrik Zangger II an der Florastrasse 18a.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e4306b11c89b4135ad3b9ffca74f45ee";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e4306b11c89b4135ad3b9ffca74f45ee/image";"1901_08_080.jpg";"1901_08_080";"Gujer, Julius";1901;"696854,244831";"Florastrasse 18a";"8610 Uster";"Baugeschichte Industriebauten";"Zwei Kinder mit Kuh hinter der Fabrik Zangger II an der Florastrasse 18a.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"bfbb59355a334828b0bc991630464e9b";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/bfbb59355a334828b0bc991630464e9b/image";"1901_08_085.jpg";"1901_08_085";"Gujer, Julius";1901;"696845,244866";"Florastrasse 18";"8610 Uster";"Baugeschichte Wohnbauten";"Kinder vor dem Eingangsportal der Villa Zangger an der Florastrasse 18.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"33db416539c74cd19a90d59636c9a992";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/33db416539c74cd19a90d59636c9a992/image";"1901_08_086.jpg";"1901_08_086";"Gujer, Julius";1901;"696845,244866";"Florastrasse 18";"8610 Uster";"Baugeschichte Wohnbauten";"Kinder vor dem Eingangsportal der Villa Zangger an der Florastrasse 18.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"336d17d8a4eb4f1080edf9cabeb52682";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/336d17d8a4eb4f1080edf9cabeb52682/image";"1901_08_087.jpg";"1901_08_087";"Gujer, Julius";1901;"696845,244866";"Florastrasse 18";"8610 Uster";"Baugeschichte Wohnbauten";"Kinder vor dem Eingangsportal der Villa Zangger an der Florastrasse 18.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e6607de2fe8b47c791841841b401fe5a";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e6607de2fe8b47c791841841b401fe5a/image";"1901_08_089.jpg";"1901_08_089";"Gujer, Julius";1901;"696692,244872";"Zentralstrasse 5";"8610 Uster";"Baugeschichte Industriebauten";"Kantonalbankgebäude an der Zentralstrasse 5. Links Zentralstrasse 3, rechts untere Farb.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"f4903a89dc674590858c2cc6a5810a91";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/f4903a89dc674590858c2cc6a5810a91/image";"1901_08_090.jpg";"1901_08_090";"Gujer, Julius";1901;"696589,244771";"Zentralstrasse 30";"8610 Uster";"Baugeschichte Stadtraum";"Zentralstrasse Richtung Sternen aufgenommen. Das Dach ganz im Hintergrund gehört zur „Unteren Farb“ ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"92242fc0e7f346d39ba27d4a432c179f";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/92242fc0e7f346d39ba27d4a432c179f/image";"1902_09_003.jpg";"1902_09_003";"Gujer, Julius";1901;"696970,244835";"Florastrasse 49";"8610 Uster";"Baugeschichte Stadtraum";"Strassenarbeiten an der Florastrasse 49.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"3bba86bd6a4a4add9a6b573670900e7e";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/3bba86bd6a4a4add9a6b573670900e7e/image";"1902_09_004.jpg";"1902_09_004";"Gujer, Julius";1901;"696637,244940";"Zürichstrasse 1";"8610 Uster";"Baugeschichte Stadtraum";"Ustermarkt auf dem Sternenplatz („Jahrmarkt 1901“). ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"f2220555fc81440babe7d6569e82aba6";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/f2220555fc81440babe7d6569e82aba6/image";"1902_09_006.jpg";"1902_09_006";"Gujer, Julius";1901;"696475,244761";"Schulweg 6";"8610 Uster";"Baugeschichte Stadtraum";"Ustermarkt mit Karussel auf dem Platz vor dem Schulhaus Dorf am Schulweg 6. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"6843fb5094e44cc6a48df8f340f7e00d";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/6843fb5094e44cc6a48df8f340f7e00d/image";"1902_09_008.jpg";"1902_09_008";"Gujer, Julius";1901;"696523,244668";"Zentralstrasse 40";"8610 Uster";"Baugeschichte Stadtraum";"Ustermarkt auf der Zentralstrasse. Ganz links Gasthaus Kreuz. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"3c8c9cb4e8084bc99d1d6e4cd27ac837";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/3c8c9cb4e8084bc99d1d6e4cd27ac837/image";"1902_09_020.jpg";"1902_09_020";"Gujer, Julius";1901;"696601,244475";"Burgstrasse 3";"8610 Uster";"Baugeschichte Wohnbauten";"Rechts:Burgstrasse 3. Blick auf die Burg und das Gasthaus vor seinem Abriss. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"099e85d006094340aa400b01f27117f5";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/099e85d006094340aa400b01f27117f5/image";"1902_09_021.jpg";"1902_09_021";"Gujer, Julius";1901;"696688,244583";"Schlossweg 4";"8610 Uster";"Baugeschichte Wohnbauten";"„Burg. Abgerissen Frühling 1902“. Blick vom Burgaufgang auf das sogenannte Restaurant Bürgli. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"1635ebcbb7b34170bab535c0dd951138";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/1635ebcbb7b34170bab535c0dd951138/image";"1902_09_022.jpg";"1902_09_022";"Gujer, Julius";1902;"697007,244955";"Freiestrasse 23";"8610 Uster";"Baugeschichte Wohnbauten";"Freiestrasse 23 vom Sekundarschulhaus Freiestrasse 20 aus gesehen. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"2675999f927f4f898370d0f946072cc8";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/2675999f927f4f898370d0f946072cc8/image";"1902_09_025.jpg";"1902_09_025";"Gujer, Julius";1902;"696845,244866";"Florastrasse 18";"8610 Uster";"Personen im Stadtraum";"Seitlich vor dem Eingangsportal der Villa Grunholzer an der Florastrasse 18. Gujer-Töchter (stehend) mit Freundinnen.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"5fefb70c213049b4b6c9be8640224604";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/5fefb70c213049b4b6c9be8640224604/image";"1902_09_026.jpg";"1902_09_026";"Gujer, Julius";1902;"696845,244866";"Florastrasse 18";"8610 Uster";"Personen im Stadtraum";"Seitlich vor dem Eingangsportal der Villa Grunholzer an der Florastrasse 18. Gujer-Töchter (2. und 4. von rechts) mit Freundinnen.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"2ede79e11f2544b385159cc1a8f3468d";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/2ede79e11f2544b385159cc1a8f3468d/image";"1902_09_030a.jpg";"1902_09_030a";"Gujer, Julius";1902;"697606,244626";"Aathalstrasse 36";"8610 Uster";"Baugeschichte Industriebauten";"Aufnahme der Fabrik Huber (links) und Kunz I auf Burg und Kirche vom Pfisterberg aus. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"a50ad8bad2b2467b86796839ac150b03";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/a50ad8bad2b2467b86796839ac150b03/image";"1902_09_030b.jpg";"1902_09_030b";"Gujer, Julius";1902;"697260,244747";"Florastrasse 42";"8610 Uster";"Baugeschichte Industriebauten";"Blick auf die Spinnerei Heusser-Staub, ehem. Kunz, vom Talweg aus. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"5bca9c25cbad411593ee0a8d7de38431";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/5bca9c25cbad411593ee0a8d7de38431/image";"1902_09_032.jpg";"1902_09_032";"Gujer, Julius";1902;"696637,244940";"Zürichstrasse 1";"8610 Uster";"Baugeschichte Wohnbauten";"Hochzeitspaar mit Kutsche vor dem Gasthaus zum Sternen am „15. Mai 1902“. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"fb7ada4b808f4b63808adfe2699805a6";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/fb7ada4b808f4b63808adfe2699805a6/image";"1902_09_033.jpg";"1902_09_033";"Gujer, Julius";1902;"696674,244817";"Zentralstrasse 15";"8610 Uster";"Baugeschichte Stadtraum";"Zentralstrasse mit Blick auf die Kirche. Ganz rechts ist noch der Inselhof zu sehen. Links Kantonalbankgebäude Zentralstrasse 5. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"1676dc8b8ac245dbbccf8abe9299bbf2";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/1676dc8b8ac245dbbccf8abe9299bbf2/image";"1902_09_036.jpg";"1902_09_036";"Gujer, Julius";1902;"696890,244847";"Florastrasse 20";"8610 Uster";"Baugeschichte Stadtraum";"Sternenwirt „Herr Dr. Stahl v. Sternen ...“ auf der Florastrasse vor der Villa Zangger an der Florastrasse 18 (nicht zu sehen). Das Haus steht an Stelle der heutigen Florastrasse 20. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"e25d9b9042634c2baa4443f246eddcfd";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/e25d9b9042634c2baa4443f246eddcfd/image";"1902_09_037.jpg";"1902_09_037";"Gujer, Julius";1902;;"Winterthurerstrasse 16";"8610 Uster";"Baugeschichte Wohnbauten";"Ehemaliges Bauernhaus an der Winterthurerstrasse 16 (heute nicht mehr vorhanden). ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"a1d8340b3ded4cb2ac9afa006f59a231";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/a1d8340b3ded4cb2ac9afa006f59a231/image";"1902_09_038.jpg";"1902_09_038";"Gujer, Julius";1902;;"Winterthurerstrasse 16";"8610 Uster";"Baugeschichte Wohnbauten";"Ehemaliges Bauernhaus an der Winterthurerstrasse 16 (heute nicht mehr vorhanden). ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"3b509d23647347e7833a53f8cc6c7d15";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/3b509d23647347e7833a53f8cc6c7d15/image";"1902_09_039.jpg";"1902_09_039";"Gujer, Julius";1902;"696845,244866";"Florastrasse 18";"8610 Uster";"Baugeschichte Wohnbauten";"Villa Grunholzer an der Florastrasse 18. Maler posieren in riskanten Stellungen an der Fassade.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"07cd5814c94b49c38f868bc793d050a0";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/07cd5814c94b49c38f868bc793d050a0/image";"1902_09_040.jpg";"1902_09_040";"Gujer, Julius";1902;"696845,244866";"Florastrasse 18";"8610 Uster";"Baugeschichte Wohnbauten";"„Maler Brunner u. seine Gehilfen – Renovation des Hauses. Mai 1902“. Posierende Maler vor dem rechten Fenster des Erdgeschosses der Villa Grunholzer an der Florastrasse 18. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"1c2f778ae1ff499d99ab6afcd368ae6e";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/1c2f778ae1ff499d99ab6afcd368ae6e/image";"1902_09_043.jpg";"1902_09_043";"Gujer, Julius";1902;;;"D-76131 Karlsruhe";;"Reise nach Strassburg und Karlsruhe im Juni 1902. ";"jpeg";"Reise nach Karlsruhe";"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"8d939985761b45968c39adf74e56c350";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/8d939985761b45968c39adf74e56c350/image";"1902_09_044.jpg";"1902_09_044";"Gujer, Julius";1902;;;"D-76131 Karlsruhe";;"Reise nach Strassburg und Karlsruhe im Juni 1902. ";"jpeg";"Reise nach Karlsruhe";"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"767e4a9bb2fa4cd79456011e7a667f30";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/767e4a9bb2fa4cd79456011e7a667f30/image";"1902_09_045.jpg";"1902_09_045";"Gujer, Julius";1902;;;"D-76131 Karlsruhe";;"Reise nach Strassburg und Karlsruhe im Juni 1902. ";"jpeg";"Reise nach Karlsruhe";"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"63e2193ebf554fa79e524c42880f218c";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/63e2193ebf554fa79e524c42880f218c/image";"1902_09_046.jpg";"1902_09_046";"Gujer, Julius";1902;;;"D-76131 Karlsruhe";;"Reise nach Strassburg und Karlsruhe im Juni 1902. ";"jpeg";"Reise nach Karlsruhe";"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"9a8cbd5c67f04e6087f9aa7b00ffd44d";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/9a8cbd5c67f04e6087f9aa7b00ffd44d/image";"1902_09_047.jpg";"1902_09_047";"Gujer, Julius";1902;;;"D-76131 Karlsruhe";;"Reise nach Strassburg und Karlsruhe im Juni 1902. ";"jpeg";"Reise nach Karlsruhe";"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"3b76c68bd9144157a6aae2ccafc897c0";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/3b76c68bd9144157a6aae2ccafc897c0/image";"1902_09_048.jpg";"1902_09_048";"Gujer, Julius";1902;;;"D-76131 Karlsruhe";;"Reise nach Strassburg und Karlsruhe im Juni 1902. ";"jpeg";"Reise nach Karlsruhe";"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"753c5325455a4f5d8bea79830c160a76";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/753c5325455a4f5d8bea79830c160a76/image";"1902_09_049.jpg";"1902_09_049";"Gujer, Julius";1902;;;"D-76131 Karlsruhe";;"Reise nach Strassburg und Karlsruhe im Juni 1902. ";"jpeg";"Reise nach Karlsruhe";"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"cef0a79b7f914305b2d42c639f60e69b";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/cef0a79b7f914305b2d42c639f60e69b/image";"1902_09_050.jpg";"1902_09_050";"Gujer, Julius";1902;;;"D-76131 Karlsruhe";;"Reise nach Strassburg und Karlsruhe im Juni 1902. ";"jpeg";"Reise nach Karlsruhe";"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"30483ec0fac544dba2fd491ddafe3256";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/30483ec0fac544dba2fd491ddafe3256/image";"1902_09_051.jpg";"1902_09_051";"Gujer, Julius";1902;;;"D-76131 Karlsruhe";;"Reise nach Strassburg und Karlsruhe im Juni 1902. ";"jpeg";"Reise nach Karlsruhe";"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"d17b9634db5b4ebfa8abf060d45298bb";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/d17b9634db5b4ebfa8abf060d45298bb/image";"1902_09_052.jpg";"1902_09_052";"Gujer, Julius";1902;;;"D-76131 Karlsruhe";;"Reise nach Strassburg und Karlsruhe im Juni 1902. ";"jpeg";"Reise nach Karlsruhe";"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"f9351fe197c142a0ba50874dbf89793d";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/f9351fe197c142a0ba50874dbf89793d/image";"1902_09_053.jpg";"1902_09_053";"Gujer, Julius";1902;"696845,244866";"Florastrasse 18";"8610 Uster";"Baugeschichte Wohnbauten";"Gujer-Töchter mit Zofe im Garten der Villa Grunholzer.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"a8510e60201746059dda498b8821ec1a";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/a8510e60201746059dda498b8821ec1a/image";"1902_09_057.jpg";"1902_09_057";"Gujer, Julius";1902;"696907,244862";"Florastrasse 41";"8610 Uster";"Baugeschichte Stadtraum";"Kutsche vor der Florastrasse 41. Das Haus im Hintergrund hinter den Bäumen ist die Turnhalle der Sekundarschule Freiestrasse 20. ";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"503051d5e6954e95b08bb365db264b8a";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/503051d5e6954e95b08bb365db264b8a/image";"1902_09_058.jpg";"1902_09_058";"Gujer, Julius";1902;"696972,244927";"Freiestrasse 20";"8610 Uster";"Baugeschichte Schulhäuser";"„III. Cl [asse] Sek. Schule“ Freiestrasse 20.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"86df9688856d4223af824dc83c1866be";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/86df9688856d4223af824dc83c1866be/image";"1902_09_061.jpg";"1902_09_061";"Gujer, Julius";1902;"696543,244959";"Seestrassee 3";"8610 Uster";"Baugeschichte Stadtraum";"Spritzenwagen auf Brücke über den Fabrikkanal. Im Hintergrund Spinnerei Zangger an der Seestrasse 3.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"9372e19406e543fe8da6300abbee89d8";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/9372e19406e543fe8da6300abbee89d8/image";"1902_09_064.jpg";"1902_09_064";"Gujer, Julius";1902;"696052,244632";"Seestrasse 40";"8610 Uster";"Baugeschichte Stadtraum";"Personenumzug auf der Seestrasse auf Höhe der Seestrasse 40 im Wil in Niederuster im Hochsommer 1902 zur Einweihung des Schulhauses in Nieeruster.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"70b9ff6785e748c9b4317b10764cc07a";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/70b9ff6785e748c9b4317b10764cc07a/image";"1902_09_065.jpg";"1902_09_065";"Gujer, Julius";1902;"696497,244592";"Talackerstrasse 12";"8610 Uster";"Baugeschichte Stadtraum";"Blick über den Friedhof auf Kirche und Burg.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"c7ed9b9479f04191bee60535517260fa";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/c7ed9b9479f04191bee60535517260fa/image";"1902_09_066.jpg";"1902_09_066";"Gujer, Julius";1902;"696052,244632";"Seestrasse 40";"8610 Uster";"Baugeschichte Stadtraum";"Personenumzug auf der Seestrasse auf Höhe der Seestrasse 40 im Wil in Niederuster im Hochsommer 1902 zur Einweihung des Schulhauses in Nieeruster.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"59fd3503b6cc4704b502e1f8fd2ab7b5";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/59fd3503b6cc4704b502e1f8fd2ab7b5/image";"1902_09_069.jpg";"1902_09_069";"Gujer, Julius";1902;;"Usterstrasse 206";"8620 Wetzikon";"Baugeschichte Industriebauten";"Spinnerei Floss im Aatal bei Wetzikon.";"jpeg";"Fototour nach Wetzikon und Aathal";"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"57bddbfd179b49a9b4cd1b977777bebb";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/57bddbfd179b49a9b4cd1b977777bebb/image";"1902_09_070.jpg";"1902_09_070";"Gujer, Julius";1902;;"Usterstrasse";"8620 Wetzikon";"Baugeschichte Industriebauten";"„8. Sept. Wasserbau im Aatal“. Aushebearbeiten für einen Kanal.";"jpeg";"Fototour nach Wetzikon und Aathal";"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"b54ea77b53984735afeddc58a76668ca";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/b54ea77b53984735afeddc58a76668ca/image";"1902_09_075.jpg";"1902_09_075";"Gujer, Julius";1902;;"Usterstrasse";"8620 Wetzikon";"Baugeschichte Industriebauten";"„8. Sept. Wasserbau im Aatal“. Aushebearbeiten für einen Kanal.";"jpeg";"Fototour nach Wetzikon und Aathal";"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"5971df5416234214818c83d037de1453";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/5971df5416234214818c83d037de1453/image";"1902_09_080.jpg";"1902_09_080";"Gujer, Julius";1902;"696475,244761";"Schulweg 6";"8610 Uster";"Baugeschichte Stadtraum";"Ustermarkt auf dem Schulhausplatz Dorf in Richtung Schulweg aufgenommen.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
"61df059fa8c44543a6fe4022c0bf15b5";"https://mobile.cmistar.ch/webclients/stadtarchivuster/#/content/61df059fa8c44543a6fe4022c0bf15b5/image";"1902_09_081.jpg";"1902_09_081";"Gujer, Julius";1902;"696637,244940";"Zürichstrasse 1";"8610 Uster";"Baugeschichte Stadtraum";"Ustermarkt auf dem Sternenplatz. Hinten Hotel Sternen.";"jpeg";;"https://creativecommons.org/publicdomain/zero/1.0/deed.de";"Stadtarchiv Uster, (ISIL: CH-000629-9) "
